	TF	FBgn	Symbol	Score
6242	FBgn0039905_2	FBgn0000464	Lar	15.7937
6243	FBgn0039905_2	FBgn0267964	CG46244	15.7937
6244	FBgn0039905_2	FBgn0000464	Lar	15.7937
6245	FBgn0039905_2	FBgn0267964	CG46244	15.7937
6246	FBgn0039905_2	FBgn0003475	spir	15.7937
6247	FBgn0039905_2	FBgn0263581	CR43606	15.7937
6248	FBgn0039905_2	FBgn0016977	spen	15.7937
6249	FBgn0039905_2	FBgn0031294	IA	15.7937
6250	FBgn0039905_2	FBgn0010263	Rbp9	15.7937
6251	FBgn0039905_2	FBgn0015600	toc	15.7937
6252	FBgn0039905_2	FBgn0015600	toc	15.7937
6253	FBgn0039905_2	FBgn0053196	dpy	15.7937
6254	FBgn0039905_2	FBgn0053196	dpy	15.7937
6255	FBgn0039905_2	FBgn0051660	smog	15.7937
6256	FBgn0039905_2	FBgn0031698	Ncoa6	15.7937
6257	FBgn0039905_2	FBgn0085407	Pvf3	15.7937
6258	FBgn0039905_2	FBgn0264895	RapGAP1	15.7937
6259	FBgn0039905_2	FBgn0085450	Snoo	15.7937
6260	FBgn0039905_2	FBgn0011259	Sema	15.7937
6261	FBgn0039905_2	FBgn0052982	CG32982	15.7937
6262	FBgn0039905_2	FBgn0032123	Oatp30B	15.7937
6263	FBgn0039905_2	FBgn0028704	Nckx30C	15.7937
6264	FBgn0039905_2	FBgn0032151	nAChRalpha6	15.7937
6265	FBgn0039905_2	FBgn0051712	CG31712	15.7937
6266	FBgn0039905_2	FBgn0267828	Fatp	15.7937
6267	FBgn0039905_2	FBgn0010398	Lrr47	15.7937
6268	FBgn0039905_2	FBgn0032280	CG17105	15.7937
6269	FBgn0039905_2	FBgn0032330	Samuel	15.7937
6270	FBgn0039905_2	FBgn0032337	AstCC	15.7937
6271	FBgn0039905_2	FBgn0264815	Pde1c	15.7937
6272	FBgn0039905_2	FBgn0264815	Pde1c	15.7937
6273	FBgn0039905_2	FBgn0264815	Pde1c	15.7937
6274	FBgn0039905_2	FBgn0265801	CR44590	15.7937
6275	FBgn0039905_2	FBgn0259176	bun	15.7937
6276	FBgn0039905_2	FBgn0259176	bun	15.7937
6277	FBgn0039905_2	FBgn0265807	CR44596	15.7937
6278	FBgn0039905_2	FBgn0003255	rk	15.7937
6279	FBgn0039905_2	FBgn0259213	CG42313	15.7937
6280	FBgn0039905_2	FBgn0259213	CG42313	15.7937
6281	FBgn0039905_2	FBgn0028888	CG4168	15.7937
6282	FBgn0039905_2	FBgn0032598	ChLD3	15.7937
6283	FBgn0039905_2	FBgn0051781	CR31781	15.7937
6284	FBgn0039905_2	FBgn0083942	CG34106	15.7937
6285	FBgn0039905_2	FBgn0265607	beat	15.7937
6286	FBgn0039905_2	FBgn0032629	beat	15.7937
6287	FBgn0039905_2	FBgn0262018	CadN2	15.7937
6288	FBgn0039905_2	FBgn0262018	CadN2	15.7937
6289	FBgn0039905_2	FBgn0243486	rdo	15.7937
6290	FBgn0039905_2	FBgn0000636	Fas3	15.7937
6291	FBgn0039905_2	FBgn0263049	let	15.7937
6292	FBgn0039905_2	FBgn0015803	RtGEF	15.7937
6293	FBgn0039905_2	FBgn0032901	sky	15.7937
6294	FBgn0039905_2	FBgn0263996	CG43739	15.7937
6295	FBgn0039905_2	FBgn0032901	sky	15.7937
6296	FBgn0039905_2	FBgn0263996	CG43739	15.7937
6297	FBgn0086910	FBgn0041789	Pax	20.101
6298	FBgn0039169_2	FBgn0264889	CR44080	19.3182
6299	FBgn0038787_2	FBgn0004583	ex	19.939
6300	FBgn0038787_2	FBgn0029173	fu2	19.939
6301	FBgn0038787_2	FBgn0026718	fu12	19.939
6302	FBgn0038787_2	FBgn0043456	CG4747	19.939
6303	FBgn0038787_2	FBgn0266167	CR44873	19.939
6304	FBgn0038787_2	FBgn0045852	ham	19.939
6305	FBgn0038787_2	FBgn0032723	ssp3	19.939
6306	FBgn0038787_2	FBgn0032818	CG10628	19.939
6307	FBgn0038787_2	FBgn0032817	CG10631	19.939
6308	FBgn0038787_2	FBgn0000547	ed	19.939
6309	FBgn0038787_2	FBgn0032006	Pvr	19.939
6310	FBgn0038787_2	FBgn0262475	bru2	19.939
6311	FBgn0038787_2	FBgn0032512	CG9305	19.939
6312	FBgn0038787_2	FBgn0032511	ND	19.939
6313	FBgn0005694_3	FBgn0261836	Msp300	19.8421
6314	FBgn0005694_3	FBgn0264087	Slob	19.8421
6315	FBgn0036179	FBgn0005590	scw	18.7431
6316	FBgn0036179	FBgn0000464	Lar	18.7431
6317	FBgn0036179	FBgn0267964	CG46244	18.7431
6318	FBgn0259172	FBgn0262033	CR42844	19.9596
6319	FBgn0259172	FBgn0003016	osp	19.9596
6320	FBgn0259172_2	FBgn0053995	CG33995	17.1343
6321	FBgn0259172_2	FBgn0264742	CG44000	17.1343
6322	FBgn0259172_2	FBgn0264743	CG44001	17.1343
6323	FBgn0259172_2	FBgn0032408	CG6712	17.1343
6324	FBgn0259172_2	FBgn0028707	Mt2	17.1343
6325	FBgn0034946_2	FBgn0265820	CR44609	19.9143
6326	FBgn0034946_2	FBgn0031681	pgant5	19.9143
6327	FBgn0034946_2	FBgn0011259	Sema	19.9143
6328	FBgn0034946_2	FBgn0004872	piwi	19.9143
6329	FBgn0034946_2	FBgn0028875	nAChRalpha5	19.9143
6330	FBgn0034946_2	FBgn0026255	clumsy	19.9143
6331	FBgn0034946_2	FBgn0032938	CG8671	19.9143
6332	FBgn0034946_2	FBgn0032943	Tsp39D	19.9143
6333	FBgn0034946_2	FBgn0051619	nolo	19.9143
6334	FBgn0034946_2	FBgn0051619	nolo	19.9143
6335	FBgn0034946_2	FBgn0086779	step	19.9143
6336	FBgn0034946_2	FBgn0051612	CG31612	19.9143
6337	FBgn0034946_2	FBgn0025674	CycK	19.9143
6338	FBgn0034946_2	FBgn0058006	CG40006	19.9143
6339	FBgn0034946_2	FBgn0002566	lt	19.9143
6340	FBgn0034946_2	FBgn0250907	Cht10	19.9143
6341	FBgn0010768	FBgn0263354	CG42784	19.1683
6342	FBgn0010768	FBgn0263354	CG42784	19.1683
6343	FBgn0010768	FBgn0028986	Spn38F	19.1683
6344	FBgn0036179_2	FBgn0003386	Shaw	20.1714
6345	FBgn0036179_2	FBgn0028875	nAChRalpha5	20.1714
6346	FBgn0036179_2	FBgn0263873	sick	20.1714
6347	FBgn0086910_2	FBgn0053516	dpr3	18.9016
6348	FBgn0086910_2	FBgn0259984	kuz	18.9016
6349	FBgn0259172	FBgn0031548	CG8852	19.9495
6350	FBgn0013469_2	FBgn0264815	Pde1c	18.6212
6351	FBgn0013469_2	FBgn0259984	kuz	18.6212
6352	FBgn0038787_2	FBgn0032536	Ance	19.9268
6353	FBgn0040765_2	FBgn0259111	Ndae1	18.2273
6354	FBgn0040765_2	FBgn0264362	CG43814	18.2273
6355	FBgn0040765_2	FBgn0264365	CR43817	18.2273
6356	FBgn0036179	FBgn0032187	CG4839	18.7064
6357	FBgn0036179	FBgn0265002	CG44153	18.7064
6358	FBgn0010768	FBgn0004838	Hrb27C	19.1485
6359	FBgn0010768	FBgn0026148	CG12253	19.1485
6360	FBgn0034946_3	FBgn0031969	pes	19.4839
6361	FBgn0020309	FBgn0028481	CG4341	20.7248
6362	FBgn0020309	FBgn0267269	CR45705	20.7248
6363	FBgn0020309	FBgn0041111	lilli	20.7248
6364	FBgn0020309	FBgn0051774	fred	20.7248
6365	FBgn0020309	FBgn0010473	tutl	20.7248
6366	FBgn0020309	FBgn0031728	Hsp60C	20.7248
6367	FBgn0020309	FBgn0085450	Snoo	20.7248
6368	FBgn0020309	FBgn0085450	Snoo	20.7248
6369	FBgn0020309	FBgn0028541	TM9SF4	20.7248
6370	FBgn0020309	FBgn0263649	CR43640	20.7248
6371	FBgn0020309	FBgn0261563	wb	20.7248
6372	FBgn0020309	FBgn0261563	wb	20.7248
6373	FBgn0020309	FBgn0259735	CG42389	20.7248
6374	FBgn0020309	FBgn0263355	CG31688	20.7248
6375	FBgn0039169	FBgn0000180	bib	20.0306
6376	FBgn0086910	FBgn0051721	Trim9	20.0606
6377	FBgn0086910	FBgn0000464	Lar	20.0606
6378	FBgn0086910	FBgn0267964	CG46244	20.0606
6379	FBgn0086910	FBgn0014859	Hr38	20.0606
6380	FBgn0020378_2	FBgn0032010	CG8086	17.9697
6381	FBgn0020378	FBgn0003963	ush	17.5
6382	FBgn0020378	FBgn0265825	CR44614	17.5
6383	FBgn0020378	FBgn0031276	CG12506	17.5
6384	FBgn0020378	FBgn0002543	robo2	17.5
6385	FBgn0020378	FBgn0261509	haf	17.5
6386	FBgn0020378	FBgn0053543	CG33543	17.5
6387	FBgn0020378	FBgn0031424	VGlut	17.5
6388	FBgn0020378	FBgn0004242	Syt1	17.5
6389	FBgn0020378	FBgn0085369	Drgx	17.5
6390	FBgn0020378	FBgn0000547	ed	17.5
6391	FBgn0020378	FBgn0031585	CG2955	17.5
6392	FBgn0020378	FBgn0264889	CR44080	17.5
6393	FBgn0020378	FBgn0031602	CG15431	17.5
6394	FBgn0020378	FBgn0011603	ine	17.5
6395	FBgn0020378	FBgn0028694	Rpn11	17.5
6396	FBgn0020378	FBgn0266829	CR45291	17.5
6397	FBgn0020378	FBgn0265956	CR44743	17.5
6398	FBgn0020378	FBgn0261963	mid	17.5
6399	FBgn0020378	FBgn0051637	CG31637	17.5
6400	FBgn0020378	FBgn0015776	nrv1	17.5
6401	FBgn0020378	FBgn0031941	ATPsynGL	17.5
6402	FBgn0020378	FBgn0085450	Snoo	17.5
6403	FBgn0020378	FBgn0032120	CG33298	17.5
6404	FBgn0020378	FBgn0032129	jp	17.5
6405	FBgn0020378	FBgn0051869	CG31869	17.5
6406	FBgn0020378	FBgn0264442	ab	17.5
6407	FBgn0020378	FBgn0001967	NimC3	17.5
6408	FBgn0020378	FBgn0266143	CR44849	17.5
6409	FBgn0020378	FBgn0259735	CG42389	17.5
6410	FBgn0020378	FBgn0032629	beat	17.5
6411	FBgn0020378	FBgn0015609	CadN	17.5
6412	FBgn0020378	FBgn0261804	CG42750	17.5
6413	FBgn0020378	FBgn0015772	Nak	17.5
6414	FBgn0020378	FBgn0032728	Tango6	17.5
6415	FBgn0020378	FBgn0024245	dnt	17.5
6416	FBgn0020378	FBgn0032817	CG10631	17.5
6417	FBgn0020378	FBgn0000384	cta	17.5
6418	FBgn0020378	FBgn0262887	CR43242	17.5
6419	FBgn0040765_2	FBgn0031266	CG2807	18.2121
6420	FBgn0020309	FBgn0032187	CG4839	20.7064
6421	FBgn0020309	FBgn0265002	CG44153	20.7064
6422	FBgn0086910_2	FBgn0085450	Snoo	18.8852
6423	FBgn0086910_2	FBgn0052982	CG32982	18.8852
6424	FBgn0020309	FBgn0041111	lilli	20.6697
6425	FBgn0020309	FBgn0051774	fred	20.6697
6426	FBgn0020309	FBgn0024740	Lip2	20.6697
6427	FBgn0020309	FBgn0000251	cad	20.6697
6428	FBgn0010768	FBgn0011705	rost	19.1386
6429	FBgn0010768	FBgn0032233	dpr19	19.1386
6430	FBgn0010768	FBgn0259735	CG42389	19.1386
6431	FBgn0086910	FBgn0053516	dpr3	20.0505
6432	FBgn0086910	FBgn0031530	pgant2	20.0505
6433	FBgn0086910	FBgn0085450	Snoo	20.0505
6434	FBgn0020309	FBgn0028481	CG4341	20.6514
6435	FBgn0020309	FBgn0051646	DIP	20.6514
6436	FBgn0020309	FBgn0041184	Socs36E	20.6514
6437	FBgn0034946_2	FBgn0031738	CG9171	19.8857
6438	FBgn0034946_2	FBgn0031745	rau	19.8857
6439	FBgn0036179_2	FBgn0010473	tutl	20.1571
6440	FBgn0036179_2	FBgn0266169	CR44875	20.1571
6441	FBgn0039169	FBgn0000464	Lar	20.0204
6442	FBgn0039169	FBgn0267964	CG46244	20.0204
6443	FBgn0027339_2	FBgn0031231	mRpL10	17.1493
6444	FBgn0027339_2	FBgn0016977	spen	17.1493
6445	FBgn0027339_2	FBgn0000061	al	17.1493
6446	FBgn0027339_2	FBgn0031258	CG4297	17.1493
6447	FBgn0027339_2	FBgn0003963	ush	17.1493
6448	FBgn0027339_2	FBgn0003310	S	17.1493
6449	FBgn0027339_2	FBgn0031299	CG4629	17.1493
6450	FBgn0027339_2	FBgn0011859	tRNA	17.1493
6451	FBgn0027339_2	FBgn0031374	Wdr62	17.1493
6452	FBgn0027339_2	FBgn0265997	CR44772	17.1493
6453	FBgn0027339_2	FBgn0031453	Bacc	17.1493
6454	FBgn0027339_2	FBgn0031456	Trn	17.1493
6455	FBgn0027339_2	FBgn0031457	CG3077	17.1493
6456	FBgn0027339_2	FBgn0031465	CG3123	17.1493
6457	FBgn0027339_2	FBgn0283531	Duox	17.1493
6458	FBgn0027339_2	FBgn0031518	CG3277	17.1493
6459	FBgn0027339_2	FBgn0000256	capu	17.1493
6460	FBgn0027339_2	FBgn0000547	ed	17.1493
6461	FBgn0027339_2	FBgn0053196	dpy	17.1493
6462	FBgn0027339_2	FBgn0031630	CG15629	17.1493
6463	FBgn0027339_2	FBgn0051660	smog	17.1493
6464	FBgn0027339_2	FBgn0016075	vkg	17.1493
6465	FBgn0027339_2	FBgn0016075	vkg	17.1493
6466	FBgn0027339_2	FBgn0003716	tkv	17.1493
6467	FBgn0027339_2	FBgn0265778	PDZ	17.1493
6468	FBgn0027339_2	FBgn0000320	eya	17.1493
6469	FBgn0027339_2	FBgn0031835	CG11319	17.1493
6470	FBgn0027339_2	FBgn0085407	Pvf3	17.1493
6471	FBgn0027339_2	FBgn0031902	Wnt6	17.1493
6472	FBgn0027339_2	FBgn0031918	CG6055	17.1493
6473	FBgn0027339_2	FBgn0260486	Ziz	17.1493
6474	FBgn0027339_2	FBgn0085450	Snoo	17.1493
6475	FBgn0027339_2	FBgn0031985	mon2	17.1493
6476	FBgn0027339_2	FBgn0261822	Bsg	17.1493
6477	FBgn0027339_2	FBgn0263256	CG43394	17.1493
6478	FBgn0027339_2	FBgn0031990	PAPLA1	17.1493
6479	FBgn0027339_2	FBgn0264083	CR43752	17.1493
6480	FBgn0027339_2	FBgn0003502	Btk29A	17.1493
6481	FBgn0027339_2	FBgn0041092	tai	17.1493
6482	FBgn0027339_2	FBgn0041092	tai	17.1493
6483	FBgn0027339_2	FBgn0041092	tai	17.1493
6484	FBgn0027339_2	FBgn0267252	Ggamma30A	17.1493
6485	FBgn0027339_2	FBgn0032151	nAChRalpha6	17.1493
6486	FBgn0027339_2	FBgn0265002	CG44153	17.1493
6487	FBgn0027339_2	FBgn0032209	Hand	17.1493
6488	FBgn0027339_2	FBgn0032218	CG5381	17.1493
6489	FBgn0027339_2	FBgn0040496	CG17104	17.1493
6490	FBgn0027339_2	FBgn0264442	ab	17.1493
6491	FBgn0027339_2	FBgn0000114	bru1	17.1493
6492	FBgn0027339_2	FBgn0262475	bru2	17.1493
6493	FBgn0027339_2	FBgn0259176	bun	17.1493
6494	FBgn0027339_2	FBgn0032465	CG12404	17.1493
6495	FBgn0027339_2	FBgn0032481	CG16972	17.1493
6496	FBgn0027339_2	FBgn0051728	CG31728	17.1493
6497	FBgn0027339_2	FBgn0032536	Ance	17.1493
6498	FBgn0027339_2	FBgn0259213	CG42313	17.1493
6499	FBgn0027339_2	FBgn0032600	BuGZ	17.1493
6500	FBgn0027339_2	FBgn0032609	CG13280	17.1493
6501	FBgn0027339_2	FBgn0004797	mdy	17.1493
6502	FBgn0027339_2	FBgn0261804	CG42750	17.1493
6503	FBgn0027339_2	FBgn0045852	ham	17.1493
6504	FBgn0027339_2	FBgn0003896	tup	17.1493
6505	FBgn0027339_2	FBgn0032723	ssp3	17.1493
6506	FBgn0027339_2	FBgn0010300	brat	17.1493
6507	FBgn0027339_2	FBgn0000464	Lar	17.1493
6508	FBgn0027339_2	FBgn0267964	CG46244	17.1493
6509	FBgn0027339_2	FBgn0266315	CR44980	17.1493
6510	FBgn0027339_2	FBgn0014859	Hr38	17.1493
6511	FBgn0027339_2	FBgn0032940	Mondo	17.1493
6512	FBgn0027339_2	FBgn0032946	nrv3	17.1493
6513	FBgn0027339_2	FBgn0039972	CG17018	17.1493
6514	FBgn0027339_2	FBgn0266885	CR45346	17.1493
6515	FBgn0027339_2	FBgn0086758	chinmo	17.1493
6516	FBgn0027339_2	FBgn0041111	lilli	17.1493
6517	FBgn0027339_2	FBgn0031488	CG17265	17.1493
6518	FBgn0027339_2	FBgn0031488	CG17265	17.1493
6519	FBgn0027339_2	FBgn0031488	CG17265	17.1493
6520	FBgn0027339_2	FBgn0031518	CG3277	17.1493
6521	FBgn0027339_2	FBgn0031530	pgant2	17.1493
6522	FBgn0027339_2	FBgn0000547	ed	17.1493
6523	FBgn0027339_2	FBgn0031645	CG3036	17.1493
6524	FBgn0027339_2	FBgn0031681	pgant5	17.1493
6525	FBgn0027339_2	FBgn0031762	CG9098	17.1493
6526	FBgn0027339_2	FBgn0085407	Pvf3	17.1493
6527	FBgn0027339_2	FBgn0031902	Wnt6	17.1493
6528	FBgn0027339_2	FBgn0260486	Ziz	17.1493
6529	FBgn0027339_2	FBgn0003502	Btk29A	17.1493
6530	FBgn0027339_2	FBgn0011259	Sema	17.1493
6531	FBgn0027339_2	FBgn0085395	Shawl	17.1493
6532	FBgn0027339_2	FBgn0032136	Apoltp	17.1493
6533	FBgn0027339_2	FBgn0000273	Pka	17.1493
6534	FBgn0027339_2	FBgn0028704	Nckx30C	17.1493
6535	FBgn0027339_2	FBgn0032151	nAChRalpha6	17.1493
6536	FBgn0027339_2	FBgn0032151	nAChRalpha6	17.1493
6537	FBgn0027339_2	FBgn0083945	CG34109	17.1493
6538	FBgn0027339_2	FBgn0265002	CG44153	17.1493
6539	FBgn0027339_2	FBgn0265002	CG44153	17.1493
6540	FBgn0027339_2	FBgn0032187	CG4839	17.1493
6541	FBgn0027339_2	FBgn0265002	CG44153	17.1493
6542	FBgn0027339_2	FBgn0005683	pie	17.1493
6543	FBgn0027339_2	FBgn0032330	Samuel	17.1493
6544	FBgn0027339_2	FBgn0261648	salm	17.1493
6545	FBgn0027339_2	FBgn0266363	CG45011	17.1493
6546	FBgn0027339_2	FBgn0264815	Pde1c	17.1493
6547	FBgn0027339_2	FBgn0264815	Pde1c	17.1493
6548	FBgn0027339_2	FBgn0000114	bru1	17.1493
6549	FBgn0027339_2	FBgn0000114	bru1	17.1493
6550	FBgn0027339_2	FBgn0000114	bru1	17.1493
6551	FBgn0027339_2	FBgn0000114	bru1	17.1493
6552	FBgn0027339_2	FBgn0259176	bun	17.1493
6553	FBgn0027339_2	FBgn0259176	bun	17.1493
6554	FBgn0027339_2	FBgn0261709	CR42746	17.1493
6555	FBgn0027339_2	FBgn0259176	bun	17.1493
6556	FBgn0027339_2	FBgn0004394	pdm2	17.1493
6557	FBgn0027339_2	FBgn0027586	CG5867	17.1493
6558	FBgn0027339_2	FBgn0051848	CG31848	17.1493
6559	FBgn0027339_2	FBgn0264894	CG44085	17.1493
6560	FBgn0027339_2	FBgn0259984	kuz	17.1493
6561	FBgn0027339_2	FBgn0032536	Ance	17.1493
6562	FBgn0027339_2	FBgn0261563	wb	17.1493
6563	FBgn0027339_2	FBgn0003016	osp	17.1493
6564	FBgn0027339_2	FBgn0003016	osp	17.1493
6565	FBgn0027339_2	FBgn0086711	mol	17.1493
6566	FBgn0027339_2	FBgn0001994	crp	17.1493
6567	FBgn0027339_2	FBgn0032587	CG5953	17.1493
6568	FBgn0027339_2	FBgn0259735	CG42389	17.1493
6569	FBgn0027339_2	FBgn0259735	CG42389	17.1493
6570	FBgn0027339_2	FBgn0259735	CG42389	17.1493
6571	FBgn0027339_2	FBgn0027885	Aac11	17.1493
6572	FBgn0027339_2	FBgn0000636	Fas3	17.1493
6573	FBgn0027339_2	FBgn0032694	MESR3	17.1493
6574	FBgn0027339_2	FBgn0261349	Mst36Fb	17.1493
6575	FBgn0027339_2	FBgn0086681	Mst36Fa	17.1493
6576	FBgn0027339_2	FBgn0024245	dnt	17.1493
6577	FBgn0027339_2	FBgn0000464	Lar	17.1493
6578	FBgn0027339_2	FBgn0267964	CG46244	17.1493
6579	FBgn0027339_2	FBgn0263873	sick	17.1493
6580	FBgn0027339_2	FBgn0032857	CG10947	17.1493
6581	FBgn0027339_2	FBgn0032911	tadr	17.1493
6582	FBgn0027339_2	FBgn0039972	CG17018	17.1493
6583	FBgn0036179	FBgn0032414	CG17211	18.6239
6584	FBgn0036179_2	FBgn0051814	CG31814	20.1429
6585	FBgn0020309	FBgn0031294	IA	20.6422
6586	FBgn0020309	FBgn0000490	dpp	20.6422
6587	FBgn0020309	FBgn0058006	CG40006	20.6422
6588	FBgn0086910	FBgn0051774	fred	20.0303
6589	FBgn0086910	FBgn0045038	Proc	20.0303
6590	FBgn0034946_2	FBgn0031866	Nlg2	19.8714
6591	FBgn0034946_2	FBgn0051800	CG31800	19.8714
6592	FBgn0034946_2	FBgn0086442	mib2	19.8714
6593	FBgn0036179_2	FBgn0028516	ZnT35C	20.1286
6594	FBgn0086910_2	FBgn0031518	CG3277	18.8689
6595	FBgn0086910_2	FBgn0051774	fred	18.8689
6596	FBgn0086910_2	FBgn0031702	fusl	18.8689
6597	FBgn0086910_2	FBgn0032187	CG4839	18.8689
6598	FBgn0086910_2	FBgn0265002	CG44153	18.8689
6599	FBgn0086910_2	FBgn0264443	CG43861	18.8689
6600	FBgn0086910_2	FBgn0031294	IA	18.8689
6601	FBgn0086910_2	FBgn0000097	aop	18.8689
6602	FBgn0086910_2	FBgn0085450	Snoo	18.8689
6603	FBgn0086910_2	FBgn0262475	bru2	18.8689
6604	FBgn0086910_2	FBgn0032624	CG6304	18.8689
6605	FBgn0086910	FBgn0031413	CG9967	20.0202
6606	FBgn0086910	FBgn0031414	eys	20.0202
6607	FBgn0086910	FBgn0045038	Proc	20.0202
6608	FBgn0086910	FBgn0261278	grp	20.0202
6609	FBgn0086910	FBgn0062978	CG31808	20.0202
6610	FBgn0259172_2	FBgn0051660	smog	17.1045
6611	FBgn0259172_2	FBgn0000497	ds	17.1045
6612	FBgn0259172_2	FBgn0264815	Pde1c	17.1045
6613	FBgn0010768_2	FBgn0002566	lt	16.5556
6614	FBgn0039169	FBgn0032818	CG10628	20
6615	FBgn0039169	FBgn0032817	CG10631	20
6616	FBgn0036179_2	FBgn0041097	robo3	20.1143
6617	FBgn0036179_2	FBgn0000547	ed	20.1143
6618	FBgn0036179_2	FBgn0028572	qtc	20.1143
6619	FBgn0036179_2	FBgn0085450	Snoo	20.1143
6620	FBgn0036179_2	FBgn0043841	vir	20.1143
6621	FBgn0036179_2	FBgn0028879	CG15270	20.1143
6622	FBgn0036179_2	FBgn0000464	Lar	20.1143
6623	FBgn0036179_2	FBgn0267964	CG46244	20.1143
6624	FBgn0010768	FBgn0031835	CG11319	19.1188
6625	FBgn0010768	FBgn0085407	Pvf3	19.1188
6626	FBgn0010768	FBgn0028704	Nckx30C	19.1188
6627	FBgn0010768	FBgn0262475	bru2	19.1188
6628	FBgn0010768	FBgn0004394	pdm2	19.1188
6629	FBgn0010768	FBgn0263773	fok	19.1188
6630	FBgn0010768	FBgn0004374	neb	19.1188
6631	FBgn0010768	FBgn0032940	Mondo	19.1188
6632	FBgn0036179	FBgn0002973	numb	18.578
6633	FBgn0034946_3	FBgn0000547	ed	19.4677
6634	FBgn0034946_3	FBgn0264868	CR44059	19.4677
6635	FBgn0034946_3	FBgn0031627	CG15630	19.4677
6636	FBgn0034946_3	FBgn0264308	CG43778	19.4677
6637	FBgn0034946_3	FBgn0028370	kek3	19.4677
6638	FBgn0034946_3	FBgn0031857	CG11321	19.4677
6639	FBgn0034946_3	FBgn0028523	CG5888	19.4677
6640	FBgn0039169_2	FBgn0031955	CG14535	19.2576
6641	FBgn0039169_2	FBgn0267927	CR46208	19.2576
6642	FBgn0020309	FBgn0001994	crp	20.6239
6643	FBgn0034946_2	FBgn0000547	ed	19.8571
6644	FBgn0034946_2	FBgn0267252	Ggamma30A	19.8571
6645	FBgn0034946_2	FBgn0032271	CG7329	19.8571
6646	FBgn0034946_2	FBgn0028516	ZnT35C	19.8571
6647	FBgn0034946_2	FBgn0028945	CG7631	19.8571
6648	FBgn0034946_2	FBgn0259735	CG42389	19.8571
6649	FBgn0034946_2	FBgn0032800	CG10137	19.8571
6650	FBgn0034946_2	FBgn0032801	CG10165	19.8571
6651	FBgn0034946_2	FBgn0023091	dimm	19.8571
6652	FBgn0034946_2	FBgn0051619	nolo	19.8571
6653	FBgn0034946_2	FBgn0051703	CG31703	19.8571
6654	FBgn0034946_2	FBgn0261802	CG42748	19.8571
6655	FBgn0034946_2	FBgn0002566	lt	19.8571
6656	FBgn0034946_2	FBgn0259735	CG42389	19.8571
6657	FBgn0086910_2	FBgn0053516	dpr3	18.8525
6658	FBgn0086910_2	FBgn0085450	Snoo	18.8525
6659	FBgn0086910_2	FBgn0266891	CR45351	18.8525
6660	FBgn0086910_2	FBgn0032271	CG7329	18.8525
6661	FBgn0086910_2	FBgn0043841	vir	18.8525
6662	FBgn0086910_2	FBgn0028516	ZnT35C	18.8525
6663	FBgn0086910_2	FBgn0002023	Lim3	18.8525
6664	FBgn0086910_2	FBgn0031888	Pvf2	18.8525
6665	FBgn0086910_2	FBgn0000114	bru1	18.8525
6666	FBgn0013469_2	FBgn0031374	Wdr62	18.5909
6667	FBgn0013469_2	FBgn0011259	Sema	18.5909
6668	FBgn0013469_2	FBgn0032681	CG10283	18.5909
6669	FBgn0013469_2	FBgn0000464	Lar	18.5909
6670	FBgn0086910	FBgn0041097	robo3	20
6671	FBgn0086910	FBgn0001961	Arpc1	20
6672	FBgn0086910	FBgn0000251	cad	20
6673	FBgn0086910	FBgn0002566	lt	20
6674	FBgn0036179_2	FBgn0053531	Ddr	20.1
6675	FBgn0036179_2	FBgn0085450	Snoo	20.1
6676	FBgn0036179_2	FBgn0085450	Snoo	20.1
6677	FBgn0036179_2	FBgn0263649	CR43640	20.1
6678	FBgn0036179_2	FBgn0261563	wb	20.1
6679	FBgn0036179_2	FBgn0259213	CG42313	20.1
6680	FBgn0039905_2	FBgn0031374	Wdr62	15.7778
6681	FBgn0039905_2	FBgn0000721	for	15.7778
6682	FBgn0039905_2	FBgn0031629	Clect27	15.7778
6683	FBgn0039905_2	FBgn0031745	rau	15.7778
6684	FBgn0039905_2	FBgn0085407	Pvf3	15.7778
6685	FBgn0039905_2	FBgn0028888	CG4168	15.7778
6686	FBgn0039905_2	FBgn0266491	SclA	15.7778
6687	FBgn0039905_2	FBgn0266492	SclB	15.7778
6688	FBgn0039905_2	FBgn0265581	CR44408	15.7778
6689	FBgn0039905_2	FBgn0053179	beat	15.7778
6690	FBgn0039905_2	FBgn0085370	Pde11	15.7778
6691	FBgn0039905_2	FBgn0053196	dpy	15.7778
6692	FBgn0039905_2	FBgn0053531	Ddr	15.7778
6693	FBgn0039905_2	FBgn0031866	Nlg2	15.7778
6694	FBgn0039905_2	FBgn0031882	Rab30	15.7778
6695	FBgn0039905_2	FBgn0259176	bun	15.7778
6696	FBgn0039905_2	FBgn0028509	CenG1A	15.7778
6697	FBgn0039905_2	FBgn0261563	wb	15.7778
6698	FBgn0039905_2	FBgn0020503	CLIP	15.7778
6699	FBgn0039905_2	FBgn0032891	Oseg5	15.7778
6700	FBgn0039905_2	FBgn0002566	lt	15.7778
6701	FBgn0040765_2	FBgn0085380	CG34351	18.197
6702	FBgn0040765_2	FBgn0051721	Trim9	18.197
6703	FBgn0086910	FBgn0032330	Samuel	19.9899
6704	FBgn0086910	FBgn0283651	CG46301	19.9899
6705	FBgn0086910	FBgn0013433	beat	19.9899
6706	FBgn0020309_2	FBgn0032681	CG10283	19.4483
6707	FBgn0038787_2	FBgn0041092	tai	19.878
6708	FBgn0038787_2	FBgn0264999	CR44150	19.878
